apr,step,technique,time
SampleRecoder,preptime,JavaC,7.2689080238342285
SampleRecoder,preptime,JavaC,24.35967707633972
SampleRecoder,preptime,JavaC,42.39486813545227
SampleRecoder,preptime,JavaC,23.451038122177124
SampleRecoder,preptime,JavaC,7.489250183105469
SampleRecoder,preptime,JavaC,23.457398891448975
SampleRecoder,preptime,JavaC,7.568455696105957
SampleRecoder,preptime,JavaC,12.223504543304443
SampleRecoder,preptime,JavaC,34.85092353820801
SampleRecoder,preptime,JavaC,10.38209867477417
SampleRecoder,preptime,JavaC,2.2472996711730957
SampleRecoder,preptime,JavaC,32.58384346961975
SampleRecoder,preptime,JavaC,37.84091520309448
SampleRecoder,preptime,JavaC,13.814326286315918
SampleRecoder,preptime,JavaC,29.037431001663208
SampleRecoder,preptime,JavaC,16.952423572540283
SampleRecoder,preptime,JavaC,19.11080551147461
SampleRecoder,preptime,JavaC,4.097492218017578
SampleRecoder,preptime,JavaC,23.33310866355896
SampleRecoder,preptime,JavaC,5.197850942611694
SampleRecoder,preptime,JavaC,8.51256275177002
SampleRecoder,preptime,JavaC,11.61824631690979
SampleRecoder,preptime,JavaC,8.864117622375488
SampleRecoder,preptime,JavaC,12.757355213165283
SampleRecoder,preptime,JavaC,4.303187131881714
SampleRecoder,preptime,JavaC,30.99778175354004
SampleRecoder,preptime,JavaC,5.085667610168457
SampleRecoder,preptime,JavaC,8.011625051498413
SampleRecoder,preptime,JavaC,13.942018270492554
SampleRecoder,preptime,JavaC,5.421773672103882
SampleRecoder,preptime,JavaC,11.538148641586304
SampleRecoder,preptime,JavaC,22.114782571792603
SampleRecoder,preptime,JavaC,10.227145195007324
SampleRecoder,preptime,JavaC,13.670815229415894
SampleRecoder,preptime,JavaC,4.551647901535034
SampleRecoder,preptime,JavaC,17.194390535354614
SampleRecoder,preptime,JavaC,7.7982497215271
SampleRecoder,preptime,JavaC,11.481577396392822
SampleRecoder,preptime,JavaC,11.208257913589478
SampleRecoder,preptime,JavaC,7.980564594268799
SampleRecoder,preptime,JavaC,17.306753635406494
SampleRecoder,preptime,JavaC,8.549490213394165
SampleRecoder,preptime,JavaC,31.04597282409668
SampleRecoder,preptime,JavaC,32.04013705253601
SampleRecoder,preptime,JavaC,21.3662326335907
SampleRecoder,preptime,JavaC,9.213383674621582
SampleRecoder,preptime,JavaC,39.791614055633545
SampleRecoder,preptime,JavaC,6.797919750213623
SampleRecoder,preptime,JavaC,3.7489125728607178
SampleRecoder,preptime,JavaC,35.70648813247681
SampleRecoder,preptime,JavaC,28.52435541152954
SampleRecoder,preptime,JavaC,16.564085483551025
SampleRecoder,preptime,JavaC,4.771101951599121
SampleRecoder,preptime,JavaC,27.611403942108154
SampleRecoder,preptime,JavaC,12.650988340377808
SampleRecoder,preptime,JavaC,5.128807544708252
SampleRecoder,preptime,JavaC,20.92210054397583
SampleRecoder,preptime,JavaC,35.852110385894775
SampleRecoder,preptime,JavaC,39.9079110622406
SampleRecoder,preptime,JavaC,23.72748637199402
SampleRecoder,preptime,JavaC,4.027987480163574
SampleRecoder,preptime,JavaC,36.812716007232666
SampleRecoder,preptime,JavaC,31.417802572250366
SampleRecoder,preptime,JavaC,4.538278818130493
SampleRecoder,preptime,JavaC,4.713436841964722
SampleRecoder,preptime,JavaC,8.099593877792358
SampleRecoder,preptime,JavaC,17.213903427124023
SampleRecoder,preptime,JavaC,26.06428289413452
SampleRecoder,preptime,JavaC,25.427249431610107
SampleRecoder,preptime,JavaC,23.951127529144287
SampleRecoder,preptime,JavaC,32.00320625305176
SampleRecoder,preptime,JavaC,5.731539726257324
SampleRecoder,preptime,JavaC,5.117324590682983
SampleRecoder,preptime,JavaC,26.808250427246094
SampleRecoder,preptime,JavaC,1.940162181854248
SampleRecoder,preptime,JavaC,8.239333629608154
SampleRecoder,preptime,JavaC,13.65668773651123
SampleRecoder,preptime,JavaC,22.630861282348633
SampleRecoder,preptime,JavaC,22.026304721832275
SampleRecoder,preptime,JavaC,31.48324489593506
SampleRecoder,preptime,JavaC,5.202563047409058
SampleRecoder,preptime,JavaC,18.573213815689087
SampleRecoder,preptime,JavaC,2.334421396255493
SampleRecoder,preptime,JavaC,3.814710855484009
SampleRecoder,preptime,JavaC,37.681119203567505
SampleRecoder,preptime,JavaC,28.975512266159058
SampleRecoder,preptime,JavaC,6.078897476196289
SampleRecoder,preptime,JavaC,21.06809949874878
SampleRecoder,preptime,JavaC,5.741613149642944
SampleRecoder,preptime,JavaC,3.4517791271209717
SampleRecoder,preptime,JavaC,6.691507339477539
SampleRecoder,preptime,JavaC,9.748745679855347
SampleRecoder,preptime,JavaC,4.769369840621948
SampleRecoder,preptime,JavaC,9.388572931289673
SampleRecoder,preptime,JavaC,38.42518091201782
SampleRecoder,preptime,JavaC,3.6481733322143555
SampleRecoder,preptime,JavaC,28.682810068130493
SampleRecoder,preptime,JavaC,17.474656343460083
SampleRecoder,preptime,JavaC,17.122921466827393
SampleRecoder,preptime,JavaC,26.523077249526978
SampleRecoder,preptime,JavaC,17.597426652908325
SampleRecoder,preptime,JavaC,6.838011980056763
SampleRecoder,preptime,JavaC,27.216193437576294
SampleRecoder,preptime,JavaC,9.471400260925293
SampleRecoder,preptime,JavaC,10.60646939277649
SampleRecoder,preptime,JavaC,37.07808470726013
SampleRecoder,preptime,JavaC,4.752879858016968
SampleRecoder,preptime,JavaC,12.173874139785767
SampleRecoder,preptime,JavaC,23.041129112243652
SampleRecoder,preptime,JavaC,10.030592441558838
SampleRecoder,preptime,JavaC,29.95583415031433
SampleRecoder,preptime,JavaC,23.420207023620605
SampleRecoder,preptime,JavaC,12.81597089767456
SampleRecoder,preptime,JavaC,7.998608112335205
SampleRecoder,preptime,JavaC,21.843415021896362
SampleRecoder,preptime,JavaC,5.710144281387329
SampleRecoder,preptime,JavaC,8.674630403518677
SampleRecoder,preptime,JavaC,4.102049112319946
SampleRecoder,preptime,JavaC,1.6593506336212158
